IHC,result,error
1000,20.3567493113,0.017755746040419542
1050,20.3449874181,0.009027390717834642
1100,20.3332255249,0.005894320023701071
1150,20.3214636317,0.0066363232952406145
1200,20.3097017385,0.0048583323564262764
1250,20.2979398454,0.0022982287731047935
1300,20.2861779522,0.00019104900614303242
1350,20.274416059,0.00024285921754113154
1400,20.2626541658,0.0003008779641444342
1450,20.2508922726,0.001529414341491921
1500,20.2391303794,0.0015311865939047018
1550,20.2273684862,0.0005121854151839028
1600,20.2156065931,0.0005950383026070232
1650,20.2038446999,0.00026099372250326723
1700,20.1920828067,0.0003210258165959399
1750,20.1803209135,0.0036386126041899527
1800,20.1685590203,0.010290272362023248
1850,20.1567971271,0.0005383733101035062
1900,20.1450352339,0.0012274676164088047
1950,20.1332733407,0.004003515648557992
2000,20.1215114476,7.205552262475113e-05
2050,20.1097495544,0.006359991421765394
2100,20.0979876612,0.003362568849145881
2150,20.086225768,0.00026327554696713856
2200,20.0744638748,0.005705706209306818
2250,20.0627019816,0.0027774988665782343
2300,20.0509400884,0.0004384873035423196
2350,20.0391781952,0.007952750507160595
2400,20.0274163021,0.001399979659695915
2450,20.0156544089,0.00020579598484117044
2500,20.0038925157,0.0002594510509918619
2550,19.9921306225,0.0004897644521013583
2600,19.9803687293,0.0015706376165123732
2650,19.9686068361,0.003769120570844727
2700,19.9568449429,0.006914763515343288
2750,19.9450830497,0.0020175324198674306
2800,19.9333211566,0.004446068162257967
2850,19.9215592634,0.00013361656976707535
2900,19.9097973702,0.0024797780776140976
2950,19.898035477,3.859350614757512e-06
3000,19.8862735838,0.00406105611995207
3050,19.8745116906,0.00023988772724458756
3100,19.8627497974,0.0018275451811287531
3150,19.8509879043,0.00012073403986426589
3200,19.8392260111,0.004792240608050454
3250,19.8274641179,0.0010585836254214012
3300,19.8157022247,0.004316782329414569
3350,19.8039403315,0.0002579129521857297
3400,19.7921784383,0.012584002023344327
3450,19.7804165451,0.0009251662176718305
3500,19.7686546519,0.011805833388942982
3550,19.7568927588,0.005344668722252723
3600,19.7451308656,0.0006315604042648452
3650,19.7333689724,0.0021744527366803594
3700,19.7216070792,0.00013472428744589951
3750,19.709845186,0.0015876388480334784
3800,19.6980832928,3.6737664090880807e-06
3850,19.6863213996,0.0013192440713885867
3900,19.6745595064,0.0006031693569295652
3950,19.6627976133,0.0076042562531239526
4000,19.6510357201,0.006566787927771545
4050,19.6392738269,0.0009440977142250047
4100,19.6275119337,0.001407145169844383
4150,19.6157500405,0.00020306134540806254
4200,19.6039881473,0.0005754312120872409
4250,19.5922262541,0.0014268558764467774
4300,19.580464361,0.001637364507170714
4350,19.5687024678,0.0008238316557403481
4400,19.5569405746,0.0002869830669962258
4450,19.5451786814,0.0042018033463530596
4500,19.5334167882,0.0001800102056805155
4550,19.521654895,0.003801326079414031
4600,19.5098930018,0.00040429137545625114
4650,19.4981311086,0.0017530040635661435
4700,19.4863692155,0.002876261050938091
4750,19.4746073223,0.008950545426670236
4800,19.4628454291,0.005952827813740951
4850,19.4510835359,0.0008361618964123102
4900,19.4393216427,8.689302275041696e-05
4950,19.4275597495,0.012642809928090365
5000,19.4157978563,0.002097443644660964
5050,19.4040359631,0.0011584467872463426
5100,19.39227407,0.00031420859583477557
5150,19.3805121768,0.00011050586047554341
5200,19.3687502836,0.0015015844778782195
5250,19.3569883904,4.883760034726021e-05
5300,19.3452264972,0.0006137264404647292
5350,19.333464604,0.005857666837294242
5400,19.3217027108,0.0026731703078300166
5450,19.3099408176,0.0024940852674856604
5500,19.2981789245,0.00963910120857879
5550,19.2864170313,0.000184497039376323
5600,19.2746551381,0.004269950978262953
5650,19.2628932449,8.370866058556331e-06
5700,19.2511313517,0.0008333988538484696
5750,19.2393694585,0.0015499542647238696
5800,19.2276075653,0.006788513289175588
5850,19.2158456722,0.0041157777814834415
5900,19.204083779,0.0021082993540331987
5950,19.1923218858,5.391153571088224e-06
6000,19.1805599926,0.0009339131472263477
6050,19.1687980994,0.00012548257693972739
6100,19.1570362062,0.0022124046953821675
6150,19.145274313,0.00897295577175425
6200,19.1335124198,0.0005528338869178409
6250,19.1217505267,0.008418159141821549
6300,19.1099886335,0.0003995454679935887
6350,19.0982267403,6.767925568165283e-05
6400,19.0864648471,0.007476169783306379
6450,19.0747029539,0.004186472244525157
6500,19.0629410607,0.0005262922670404345
6550,19.0511791675,0.0001249737867701452
6600,19.0394172743,0.008205230186594773
6650,19.0276553812,5.860486071558812e-05
6700,19.015893488,0.0005811239220753556
6750,19.0041315948,0.005756014909617449
6800,18.9923697016,0.00031082742168658236
6850,18.9806078084,0.0024395885898072438
6900,18.9688459152,0.006585985475576359
6950,18.957084022,0.005941946453637715
