density,result,error
1000,5.14834710744,0.01246636841745848
1050,5.1354925342,0.0055513624593777925
1100,5.12263796097,0.007632125863565111
1150,5.10978338774,0.0008870501849885721
1200,5.0969288145,0.002202313630469628
1250,5.08407424127,0.0005795690925697451
1300,5.07121966803,0.00035270086880954233
1350,5.0583650948,0.0004680691230888504
1400,5.04551052156,0.0011895241227877324
1450,5.03265594833,0.002241459228556071
1500,5.0198013751,3.9451852691806286e-08
1550,5.00694680186,0.0005314499444250734
1600,4.99409222863,0.0012893680449767902
1650,4.98123765539,0.0008272724673072135
1700,4.96838308216,0.0009996294937974109
1750,4.95552850892,0.0006517047678943705
1800,4.94267393569,0.004532798935477543
1850,4.92981936246,0.0009108708825790506
1900,4.91696478922,0.00028780407332890996
1950,4.90411021599,0.0011635068346946909
2000,4.89125564275,7.646378366376839e-05
2050,4.87840106952,0.0008066207498068264
2100,4.86554649628,0.0020744833237903745
2150,4.85269192305,5.340798870407412e-05
2200,4.83983734982,0.002516291473486745
2250,4.82698277658,0.0007280702320581601
2300,4.81412820335,0.00019960612982693242
2350,4.80127363011,0.0017035125427211912
2400,4.78841905688,0.00033926165630990377
2450,4.77556448364,0.0011858047866565055
2500,4.76270991041,0.0007447489898060915
2550,4.74985533718,2.0927332592870712e-08
2600,4.73700076394,0.0005289648592544787
2650,4.72414619071,0.0021025718266159195
2700,4.71129161747,0.0023725065283544053
2750,4.69843704424,0.0017274792915758553
2800,4.685582471,0.002961267461929564
2850,4.67272789777,0.00016199938166076665
2900,4.65987332454,0.001589882009586957
2950,4.6470187513,0.00073001292192855
3000,4.63416417807,0.0012842061335478266
3050,4.62130960483,0.00034933087147371206
3100,4.6084550316,0.0008096888233236419
3150,4.59560045837,1.9355966596678102e-05
3200,4.58274588513,0.0027821283982430293
3250,4.5698913119,0.0001021855751706858
3300,4.55703673866,0.003253189557243396
3350,4.54418216543,0.0002011338162314693
3400,4.53132759219,0.008340729095935116
3450,4.51847301896,0.001480173187869353
3500,4.50561844573,0.009142887162940186
3550,4.49276387249,0.0007418066416787206
3600,4.47990929926,0.0008945661820382212
3650,4.46705472602,4.976915925448127e-05
3700,4.45420015279,0.0011696504507489281
3750,4.44134557955,0.0026363685397498113
3800,4.42849100632,0.0023513776939147295
3850,4.41563643309,0.002082684024778985
3900,4.40278185985,0.0018302875323427446
3950,4.38992728662,0.0009043680902086616
4000,4.37707271338,0.005940203148198221
4050,4.36421814015,1.779270631338954e-05
4100,4.35136356691,0.003765487344453895
4150,4.33850899368,0.00034258284705049774
4200,4.32565442045,0.0006581492884130378
4250,4.31279984721,5.1842200176173586e-05
4300,4.29994527398,0.003593435872220414
4350,4.28709070074,0.0022175340964766025
4400,4.27423612751,0.001172112426802393
4450,4.26138155427,0.0008190154357376883
4500,4.24852698104,7.270940566244465e-05
4550,4.23567240781,0.005726313303172026
4600,4.22281783457,0.0005206535745479759
4650,4.20996326134,1.3497293156144966e-09
4700,4.1971086881,0.00016618592241702022
4750,4.18425411487,0.008883838169754873
4800,4.17139954163,0.0003459770513943232
4850,4.1585449684,7.301648496692305e-05
4900,4.14569039517,0.0012738043071286406
4950,4.13283582193,0.0032677432541813435
5000,4.1199812487,0.0015985002474372659
5050,4.10712667546,0.00137839003097733
5100,4.09427210223,1.8250857457756707e-05
5150,4.081417529,0.00013035996835317754
5200,4.06856295576,0.0008158424417942444
5250,4.05570838253,0.00020425033000707172
5300,4.04285380929,0.0002939918557844738
5350,4.02999923606,0.002500076394777849
5400,4.01714466282,0.0013797259762941463
5450,4.00429008959,0.000204206660477439
5500,3.99143551636,0.0026456123427363765
5550,3.97858094312,7.363258484665644e-05
5600,3.96572636989,0.0011746817211367583
5650,3.95287179665,5.08112829626957e-05
5700,3.94001722342,0.00039931135991449297
5750,3.92716265018,0.0007378095650204356
5800,3.91430807695,0.0020877518320266543
5850,3.90145350372,0.002356762301497709
5900,3.88859893048,0.0026420699476681414
5950,3.87574435725,0.0005883362053597539
6000,3.86288978401,0.000523942212151565
6050,3.85003521078,0.0008978885930874474
6100,3.83718063754,0.0002951743064276415
6150,3.82432606431,0.007340023256610914
6200,3.81147149108,0.00034330564295537657
6250,3.79861691784,7.42512730874152e-05
6300,3.78576234461,0.0005874639389370854
6350,3.77290777137,0.0002921442794373003
6400,3.76005319814,0.0009031947183674445
6450,3.7471986249,7.847702425656797e-06
6500,3.73434405167,0.0002451087181037056
6550,3.72148947844,0.00046179768345132896
6600,3.7086349052,0.002638372963633371
6650,3.69578033197,3.341223765445938e-05
6700,3.68292575873,0.0007330145401705469
6750,3.6700711855,0.004890039097516506
6800,3.65721661226,0.0010747505114004623
6850,3.64436203903,0.004308341920235373
6900,3.6315074658,0.006161077925729359
6950,3.61865289256,0.0008209882521684708
